2017-01-17	BTC	906
2017-01-18	BTC	887.99
2017-01-19	BTC	902.92
2017-01-20	BTC	894.31
2017-01-21	BTC	925.06
2017-01-22	BTC	931.22
2017-01-23	BTC	910.7
2017-01-24	BTC	887
2017-01-25	BTC	896
2017-01-26	BTC	917.02
2017-01-27	BTC	922.63
2017-01-28	BTC	924.98
2017-01-29	BTC	916.54
2017-01-30	BTC	923.23
2017-01-31	BTC	970.01
2017-02-01	BTC	992.75
2017-02-02	BTC	1008.38
2017-02-03	BTC	1018
2017-02-04	BTC	1035.54
2017-02-05	BTC	1016.32
2017-02-06	BTC	1022.58
2017-02-07	BTC	1053.96
2017-02-08	BTC	1056.7
2017-02-09	BTC	994.24
2017-02-10	BTC	1001.99
2017-02-11	BTC	1018.65
2017-02-12	BTC	1010
2017-02-13	BTC	1002.82
2017-02-14	BTC	1013.92
2017-02-15	BTC	1014.53
2017-02-16	BTC	1038.94
2017-02-17	BTC	1057.3
2017-02-18	BTC	1062.15
2017-02-19	BTC	1059.88
2017-02-20	BTC	1089.82
2017-02-21	BTC	1128.29
2017-02-22	BTC	1128.71
2017-02-23	BTC	1186.9
2017-02-24	BTC	1186.91
2017-02-25	BTC	1158
2017-02-26	BTC	1184.91
2017-02-27	BTC	1195.81
2017-02-28	BTC	1195.08
2017-03-01	BTC	1230
2017-03-02	BTC	1269.17
2017-03-03	BTC	1292.86
2017-03-04	BTC	1273.97
2017-03-05	BTC	1278.98
2017-03-06	BTC	1284.99
2017-03-07	BTC	1237.36
2017-03-08	BTC	1150.22
2017-03-09	BTC	1197.3
2017-03-10	BTC	1109.01
2017-03-11	BTC	1188.11
2017-03-12	BTC	1235.58
2017-03-13	BTC	1245.49
2017-03-14	BTC	1247.42
2017-03-15	BTC	1263
2017-03-16	BTC	1175.11
2017-03-17	BTC	1069.57
2017-03-18	BTC	970
2017-03-19	BTC	1019.49
2017-03-20	BTC	1044.96
2017-03-21	BTC	1114.42
2017-03-22	BTC	1034.57
2017-03-23	BTC	1025.14
2017-03-24	BTC	934.87
2017-03-25	BTC	963.72
2017-03-26	BTC	973.08
2017-03-27	BTC	1042.08
2017-03-28	BTC	1045.4
2017-03-29	BTC	1043.27
2017-03-30	BTC	1042.34
2017-03-31	BTC	1088.99
2017-04-01	BTC	1092
2017-04-02	BTC	1113.99
2017-04-03	BTC	1152.6
2017-04-04	BTC	1143.99
2017-04-05	BTC	1132.99
2017-04-06	BTC	1192.3
2017-04-07	BTC	1194
2017-04-08	BTC	1184.5
2017-04-09	BTC	1210.97
2017-04-10	BTC	1210
2017-04-11	BTC	1223.99
2017-04-12	BTC	1214.17
2017-04-13	BTC	1177.05
2017-04-14	BTC	1173.74
2017-04-15	BTC	1178.85
2017-04-16	BTC	1177.99
2017-04-17	BTC	1189.91
2017-04-18	BTC	1201.94
2017-04-19	BTC	1214.21
2017-04-20	BTC	1236.15
2017-04-21	BTC	1249.99
2017-04-22	BTC	1247
2017-04-23	BTC	1251.98
2017-04-24	BTC	1257.29
2017-04-25	BTC	1281.16
2017-04-26	BTC	1298.44
2017-04-27	BTC	1349.26
2017-04-28	BTC	1353.34
2017-04-29	BTC	1365.43
2017-04-30	BTC	1384.55
2017-05-01	BTC	1436.5
2017-05-02	BTC	1471.99
2017-05-03	BTC	1533
2017-05-04	BTC	1563.39
2017-05-05	BTC	1551.3
2017-05-06	BTC	1585.39
2017-05-07	BTC	1609.57
2017-05-08	BTC	1713
2017-05-09	BTC	1720.43
2017-05-10	BTC	1794.99
2017-05-11	BTC	1837.93
2017-05-12	BTC	1695.61
2017-05-13	BTC	1792.73
2017-05-14	BTC	1799.99
2017-05-15	BTC	1747.81
2017-05-16	BTC	1777.48
2017-05-17	BTC	1813.23
2017-05-18	BTC	1899.16
2017-05-19	BTC	1976.23
2017-05-20	BTC	2058.91
2017-05-21	BTC	2057
2017-05-22	BTC	2123.29
2017-05-23	BTC	2272.75
2017-05-24	BTC	2432.97
2017-05-25	BTC	2355
2017-05-26	BTC	2272.7
2017-05-27	BTC	2099.99
2017-05-28	BTC	2232.78
2017-05-29	BTC	2279.48
2017-05-30	BTC	2191.58
2017-05-31	BTC	2303.29
2017-06-01	BTC	2419.99
2017-06-02	BTC	2478.99
2017-06-03	BTC	2548.05
2017-06-04	BTC	2521.36
2017-06-05	BTC	2698
2017-06-06	BTC	2871.29
2017-06-07	BTC	2685.64
2017-06-08	BTC	2799.73
2017-06-09	BTC	2811.39
2017-06-10	BTC	2931.15
2017-06-11	BTC	2998.98
2017-06-12	BTC	2655.71
2017-06-13	BTC	2709.01
2017-06-14	BTC	2432.21
2017-06-15	BTC	2409.98
2017-06-16	BTC	2480.43
2017-06-17	BTC	2634.94
2017-06-18	BTC	2515.25
2017-06-19	BTC	2596.98
2017-06-20	BTC	2725.08
2017-06-21	BTC	2643.35
2017-06-22	BTC	2679.99
2017-06-23	BTC	2690.76
2017-06-24	BTC	2574.84
2017-06-25	BTC	2505.61
2017-06-26	BTC	2407.91
2017-06-27	BTC	2575.75
2017-06-28	BTC	2553.12
2017-06-29	BTC	2530
2017-06-30	BTC	2455.19
2017-07-01	BTC	2423.63
2017-07-02	BTC	2516.66
2017-07-03	BTC	2542.41
2017-07-04	BTC	2602
2017-07-05	BTC	2616.96
2017-07-06	BTC	2604.84
2017-07-07	BTC	2501.15
2017-07-08	BTC	2561.11
2017-07-09	BTC	2508.99
2017-07-10	BTC	2331.05
2017-07-11	BTC	2310.01
2017-07-12	BTC	2383.42
2017-07-13	BTC	2340
2017-07-14	BTC	2217.24
2017-07-15	BTC	1964.31
2017-07-16	BTC	1911.78
2017-07-17	BTC	2235.19
2017-07-18	BTC	2308.15
2017-07-19	BTC	2258.99
2017-07-20	BTC	2873.48
2017-07-21	BTC	2657.45
2017-07-22	BTC	2825.27
2017-07-23	BTC	2754.28
2017-07-24	BTC	2762.26
2017-07-25	BTC	2564
2017-07-26	BTC	2525.99
2017-07-27	BTC	2664.99
2017-07-28	BTC	2786.07
2017-07-29	BTC	2700.21
2017-07-30	BTC	2723.99
2017-07-31	BTC	2856.88
2017-08-01	BTC	2732.59
2017-08-02	BTC	2699.9
2017-08-03	BTC	2787.02
2017-08-04	BTC	2857.34
2017-08-05	BTC	3243.49
2017-08-06	BTC	3222.22
2017-08-07	BTC	3398.23
2017-08-08	BTC	3422.43
2017-08-09	BTC	3342.8
2017-08-10	BTC	3444.98
2017-08-11	BTC	3656.15
2017-08-12	BTC	3874
2017-08-13	BTC	4060.47
2017-08-14	BTC	4320.6
